行政區,路權單位,申挖種類,工程類型,鋪面,修復管理費,路面修復費,施工期限_起,施工期限_止,施工面積,修復面積,施工地點
蘆竹區,工務局,一般,新設,柏油,640,27464,103/07/10,103/07/13,8,46.55,蘆竹區縣道：108號(線)道路0公里+800公尺至0公里+800公尺[蘆竹鄉海山路2段268號對面工地]
蘆竹區,蘆竹區,一般,其它,柏油,960,0,103/08/05,103/08/08,12,0,蘆竹區上興路432巷[口]
龍潭區,龍潭區,一般,搶修,柏油,80,4440,103/06/14,103/06/14,1,12,龍潭區龍安三街1號至龍安三街1號
龍潭區,龍潭區,一般,新設,柏油,448,9435,103/09/02,103/09/05,5.6,25.5,龍潭區龍華路145號
桃園區,工務局,一般,新設,柏油,1856,61950,103/10/15,103/10/19,23.2,105,桃園區縣道：110號(線)道路16公里+131公尺至16公里+151公尺[桃園市春日路與鎮一街口]
中壢區,中壢區,一般,新設,柏油,6400,173160,103/08/08,103/08/12,80,468,中壢區永泰路151號至永泰181號[永興路口至151號對面]
龍潭區,龍潭區,一般,搶修,柏油,240,4440,103/06/16,103/06/17,3,12,龍潭區永福路209號至永福路209號[龍潭鄉永福路209號對面]
觀音區,觀音區,一般,新設,柏油,192,0,103/07/15,103/07/18,2.4,0,觀音區崙坪里崙坪路186-20號
中壢區,中壢區,一般,新設,柏油,128,5920,103/08/05,103/08/09,1.6,16,中壢區月眉二路140巷60號
觀音區,觀音區,一般,新設,柏油,192,0,103/07/15,103/07/18,2.4,0,觀音區坑尾里13鄰坑尾77-1號對面號[路面加封=4*3.5=14]
觀音區,觀音區,一般,新設,柏油,192,0,103/07/22,103/07/25,2.4,0,觀音區大同里9鄰下大堀99-1號邊號[路面加封=5.1*3.5=17.85]
八德區,工務局,一般,新設,柏油,640,23748,103/08/06,103/08/09,8,40.25,八德區鄉道：桃46號(線)道路6公里+576公尺至6公里+576公尺[八德市建國路881號]
中壢區,中壢區,一般,新設,柏油,1280,47212,103/08/06,103/08/10,16,127.6,中壢區長樂街107號[107號旁等]
平鎮區,平鎮區,一般,新設,柏油,192,6475,103/07/20,103/07/23,2.4,17.5,平鎮區建安里平東路492巷86號
八德區,八德區,一般,新設,柏油,192,0,103/08/01,103/08/04,2.4,0,八德區白鷺里合興街68號
八德區,八德區,一般,新設,柏油,128,0,103/08/03,103/08/06,1.6,0,八德區白鷺里合興街43號
八德區,八德區,一般,新設,柏油,192,0,103/08/01,103/08/04,2.4,0,八德區白鷺里合興街77號
八德區,八德區,一般,新設,柏油,192,0,103/08/01,103/08/04,2.4,0,八德區白鷺里合興街69號
八德區,八德區,一般,新設,柏油,128,0,103/08/03,103/08/06,1.6,0,八德區白鷺里合興街51號
中壢區,中壢區,一般,搶修,柏油,1000,13505,103/06/14,103/06/14,12.5,36.5,中壢區志廣路41號
大園區,大園區,一般,其它,柏油,240,14985,103/08/21,103/08/24,3,40.5,大園區中正東路34號[隔壁(新建4樓1棟)]
平鎮區,平鎮區,一般,搶修,柏油,840,17316,103/06/14,103/06/14,10.5,46.8,平鎮區廣平街1號[(復旦國小前)]
大園區,大園區,一般,其它,柏油,720,30195,103/08/21,103/08/24,9,81.9,大園區新興路231號至新興233號[隔壁(新建3樓1棟)]
蘆竹區,工務局,一般,新設,柏油,15840,408870,103/09/03,103/09/07,198,693,蘆竹區鄉道：桃19號(線)道路5公里+242公尺至5公里+440公尺[蘆竹鄉大竹路(機場聯絡道橋下~大竹路649巷口)]
蘆竹區,工務局,一般,新設,柏油,19520,502828,103/10/27,103/10/30,244,852.25,蘆竹區鄉道：桃19號(線)道路4公里+892公尺至5公里+160公尺[蘆竹鄉大竹路(大竹北路15巷口~機場聯絡道橋下)]
蘆竹區,蘆竹區,一般,新設,柏油,5728,0,103/12/17,103/12/20,71.6,0,蘆竹區中興路至中興路553巷
蘆竹區,工務局,一般,新設,柏油,1504,53100,103/08/28,103/08/31,18.8,90,蘆竹區縣道：110號(線)道路9公里+552公尺至9公里+572公尺[蘆竹鄉大竹路484號~上竹七街口]
龍潭區,工務局,一般,新設,柏油,1280,41300,103/07/01,103/07/05,16,70,龍潭區鄉道：桃73號(線)道路5公里+914公尺至5公里+914公尺
平鎮區,平鎮區,一般,搶修,柏油,320,11655,103/06/14,103/06/14,4,31.5,平鎮區廣德街38號
平鎮區,平鎮區,一般,搶修,柏油,1760,17501,103/06/12,103/06/12,22,47.3,平鎮區廣平路160號
中壢區,中壢區,一般,搶修,柏油,504,9250,103/06/13,103/06/13,6.3,25,中壢區榮安七街與榮安五街口號
中壢區,中壢區,一般,搶修,柏油,192,7770,103/05/28,103/05/29,2.4,21,中壢區萬能路37號至萬能37號[NL2257605]
中壢區,中壢區,一般,搶修,柏油,448,19980,103/05/28,103/05/29,5.6,54,中壢區元化路271巷26弄10號至元化271巷26弄10號[NL2257622]
中壢區,中壢區,一般,搶修,柏油,192,7400,103/05/28,103/05/29,2.4,20,中壢區自立三街2巷21號至自立三街2巷21號[NL2396007]
大溪區,龍潭區,一般,搶修,柏油,320,0,103/06/15,103/06/15,4,0,大溪區文化路209號至文化209號[龍潭鄉文化路209號旁(土地公廟前)]
平鎮區,平鎮區,一般,搶修,柏油,192,37000,103/05/28,103/05/29,2.4,100,平鎮區復旦路二段段23巷22號至廣義街20號[NL2396096]
平鎮區,平鎮區,一般,搶修,柏油,64,101565,103/05/29,103/05/30,0.8,274.5,平鎮區關爺北路36巷8號至關爺北26巷18號[NL2396078]
八德區,八德區,一般,新設,柏油,448,0,103/08/13,103/08/16,5.6,0,八德區瑞安街112號[前與瑞安街112號前(如略圖)]
大溪區,大溪區,一般,搶修,柏油,160,5920,103/06/14,103/06/14,2,16,大溪區信義路1160巷3弄至信義路1160巷3弄[大溪鎮信義路1160巷3弄口]
蘆竹區,蘆竹區,一般,新設,柏油,608,0,103/07/07,103/07/10,7.6,0,蘆竹區南工路128號
楊梅區,楊梅區,一般,搶修,柏油,560,15540,103/06/12,103/06/13,7,42,楊梅區新農街64巷7號
大溪區,大溪區,一般,新設,柏油,192,5550,103/07/14,103/07/18,2.4,15,大溪區仁和路2段190巷318號
大溪區,大溪區,一般,新設,柏油,128,5550,103/07/14,103/07/18,1.6,15,大溪區員林路1段70巷19號[19號旁]
中壢區,中壢區,一般,新設,柏油,192,5920,103/07/01,103/07/04,2.4,16,中壢區篤行里興仁路2段707-1號
新屋區,工務局,一般,搶修,柏油,112,10325,103/06/11,103/06/12,1.4,17.5,新屋區鄉道：桃100號(線)道路6公里+220公尺至6公里+220公尺[新屋鄉埔頂路416號]
大園區,大園區,一般,新設,柏油,400,17760,103/07/29,103/08/01,5,48,大園區橫峰里大華一街20號至大華一街20號[(對面)]
中壢區,中壢區,一般,新設,柏油,128,8880,103/08/06,103/08/10,1.6,24,中壢區內定二街352-1號
中壢區,中壢區,一般,新設,柏油,640,18500,103/08/05,103/08/09,8,50,中壢區山安路100巷10弄1號
楊梅區,工務局,一般,搶修,柏油,717,7228,103/06/10,103/06/11,8.96,12.25,楊梅區鄉道：桃80號(線)道路0公里+690公尺至0公里+690公尺[楊梅市幼獅路3段368號旁50公尺]
蘆竹區,工務局,一般,搶修,柏油,192,7228,103/06/10,103/06/11,2.4,12.25,蘆竹區鄉道：桃6號(線)道路2公里+450公尺至2公里+450公尺[蘆竹鄉南竹路二段156號前]
平鎮區,平鎮區,一般,新設,柏油,128,3885,103/07/20,103/07/22,1.6,10.5,平鎮區龍恩里游泳路153巷7弄2號
平鎮區,平鎮區,一般,新設,柏油,192,5846,103/07/20,103/07/22,2.4,15.8,平鎮區環南路3段159號[159號邊]
中壢區,中壢區,一般,檢修,柏油,576,33300,103/09/01,103/09/04,7.2,90,中壢區中山東路四段1巷18號至中山東路四段1巷38弄43號[中壢市中山東路四段1巷18及1巷38弄8號、43號(NL2396020)]
中壢區,工務局,一般,檢修,柏油,192,6195,103/08/14,103/08/17,2.4,10.5,中壢區縣道：114號(線)道路26公里+688公尺至26公里+691公尺[中壢市中山東路四段31號(NL2396020)]
中壢區,中壢區,一般,檢修,柏油,192,11100,103/07/14,103/07/18,2.4,30,中壢區中北路二段78號至中北路二段78號[NL2396024]
新屋區,工務局,一般,新設,柏油,112,7228,103/08/07,103/08/10,1.4,12.25,新屋區鄉道：桃100號(線)道路2公里+295公尺至2公里+295公尺[新屋鄉社子村3鄰7-2號(NL2355317)]
楊梅區,工務局,一般,新設,柏油,3360,72275,103/07/04,103/07/08,42,122.5,楊梅區鄉道：桃73號(線)道路0公里+0公尺至0公里+35公尺[楊梅市中興路(永美路口前)]
大園區,大園區,一般,搶修,柏油,480,7492,103/06/11,103/06/11,6,20.25,大園區田心里[田心2鄰21號(約100公尺處]
龜山區,工務局,一般,搶修,柏油,960,23600,103/06/12,103/06/12,12,40,龜山區鄉道：桃7號(線)道路2公里+400公尺至2公里+400公尺[振興路華亞五路口]
龍潭區,工務局,一般,新設,柏油,10320,280840,103/07/30,103/08/03,129,476,龍潭區縣道：113號(線)道路29公里+350公尺至29公里+469公尺[龍潭鄉中正路三林段和民生路口]
龍潭區,龍潭區,一般,新設,柏油,31680,798460,103/08/12,103/08/16,396,2158,龍潭區龍華路[和中正路口至龍華路526巷口]
龍潭區,工務局,一般,新設,柏油,25440,547225,103/07/16,103/07/20,318,927.5,龍潭區縣道：113號(線)道路28公里+56公尺至28公里+321公尺[龍潭鄉中正路和大順路口]
龍潭區,工務局,一般,新設,柏油,26976,586460,103/07/22,103/07/26,337.2,994,龍潭區縣道：113號(線)道路28公里+56公尺至28公里+321公尺[龍潭鄉中正路和大順路口]
中壢區,中壢區,一般,新設,柏油,128,5920,103/08/01,103/08/05,1.6,16,中壢區山佳二路376號
龍潭區,龍潭區,一般,新設,柏油,240,5550,103/07/21,103/07/24,3,15,龍潭區福龍路2段169巷211號
大溪區,大溪區,一般,新設,柏油,160,93690,103/07/14,103/07/18,2,72,大溪區和2路79巷30號[和2路79巷30~38號;復興路65~81號-磁磚人行道]
中壢區,中壢區,一般,新設,柏油,4352,123284,103/07/14,103/07/18,54.4,333.2,中壢區五權里中大路186號至中大170巷19號[用戶糾紛中，需拆電桿改地下配管]
桃園區,工務局,一般,新設,柏油,192,12596,103/08/08,103/08/11,2.4,21.35,桃園區縣道：110號(線)道路18公里+535公尺至18公里+535公尺[桃園市桃鶯路441-1號旁]
大溪區,大溪區,一般,新設,柏油,192,6105,103/07/14,103/07/18,2.4,16.5,大溪區中正路68號
中壢區,中壢區,一般,新設,柏油,128,5920,103/08/06,103/08/10,1.6,16,中壢區內定六街410號
中壢區,中壢區,一般,新設,柏油,192,11100,103/08/06,103/08/10,2.4,30,中壢區中堅里台貿二街102號[102對面(台貿公園)]
八德區,八德區,一般,搶修,柏油,592,0,103/06/10,103/06/10,7.4,0,八德區桃德路65號至桃德65號
中壢區,中壢區,一般,新設,柏油,4224,136160,103/10/06,103/10/09,52.8,368,中壢區龍慈路0號[靠近龍岡路三段巷道]
新屋區,工務局,一般,新設,柏油,3264,74340,103/08/04,103/08/07,40.8,126,新屋區鄉道：桃110號(線)道路1公里+420公尺至1公里+452公尺[新屋鄉15間15-2號前(靠近楊梅市中正路)]
楊梅區,楊梅區,一般,新設,柏油,720,19980,103/07/15,103/07/18,9,54,楊梅區新富七街128號
觀音區,工務局,一般,新設,柏油,3552,79502,103/09/02,103/09/05,44.4,134.75,觀音區鄉道：桃30號(線)道路0公里+0公尺至0公里+0公尺[草漯重劃區莊敬路]
中壢區,中壢區,一般,新設,柏油,960,16280,103/08/04,103/08/08,12,44,中壢區環保路35號[環保路35號附近]
中壢區,中壢區,一般,新設,柏油,2688,59940,103/08/11,103/08/15,33.6,162,中壢區永泰路143號[143號對面]
平鎮區,平鎮區,一般,新設,柏油,1984,54945,103/07/02,103/07/05,24.8,148.5,平鎮區東勢里太平東路2-7號
八德區,八德區,一般,新設,柏油,1344,0,103/08/25,103/08/28,16.8,0,八德區[營盤6號]
八德區,工務局,一般,新設,柏油,1320,54722,103/08/05,103/08/09,16.5,92.75,八德區縣道：114號(線)道路29公里+323公尺至29公里+333公尺[八德市長興路和長興一路口]
蘆竹區,工務局,一般,新設,柏油,192,9499,103/08/01,103/08/04,2.4,16.1,蘆竹區鄉道：桃15號(線)道路2公里+480公尺至2公里+480公尺[蘆竹鄉富國路2段421號]
蘆竹區,蘆竹區,一般,其它,柏油,2560,0,103/09/06,103/09/09,32,0,蘆竹區中興路[與興仁路口]
蘆竹區,工務局,一般,新設,柏油,64,9292,103/10/03,103/10/06,0.8,15.75,蘆竹區鄉道：桃15號(線)道路2公里+470公尺至2公里+471公尺[蘆竹鄉富國路2段421號旁]
中壢區,工務局,一般,檢修,柏油,112,7228,103/08/14,103/08/17,1.4,12.25,"中壢區鄉道：桃74號(線)道路0公里+946公尺至0公里+946公尺[JM中壢市龍東路140號前(H48277),座標X:275472.Y:2757978,K數桃74線-0KM+946M]"
中壢區,中壢區,一般,新設,柏油,128,7400,103/08/06,103/08/10,1.6,20,中壢區永福路760號[760號對面]
平鎮區,平鎮區,一般,新設,柏油,128,9065,103/07/22,103/07/25,1.6,24.5,平鎮區平等路100巷2號
中壢區,中壢區,一般,新設,柏油,128,5920,103/08/05,103/08/09,1.6,16,中壢區崇德二路530巷35號
中壢區,中壢區,一般,新設,柏油,128,5920,103/08/05,103/08/09,1.6,16,中壢區文安街15號[15號對面]
中壢區,中壢區,一般,新設,柏油,320,6660,103/08/06,103/08/10,4,18,中壢區成功路133巷16弄29號
觀音區,工務局,一般,搶修,柏油,1003,20650,103/06/10,103/06/10,12.54,35,觀音區鄉道：桃35-1號(線)道路1公里+880公尺至1公里+883公尺[觀音鄉廣福村福山路二段1.88k處]
八德區,中壢區,一般,新設,柏油,384,11840,103/08/06,103/08/10,4.8,32,八德區興安二街72-1號
桃園區,工務局,一般,孔蓋昇降,柏油,320,7228,103/09/07,103/09/11,4,12.25,桃園區縣道：110號(線)道路16公里+92公尺至16公里+92公尺[桃園市春日路與鎮二街口]
蘆竹區,蘆竹區,一般,新設,柏油,13872,0,103/09/11,103/09/14,173.4,0,蘆竹區內厝路47號至內溪路[交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,9360,0,103/08/17,103/08/21,117,0,蘆竹區長興路3段229巷93號至內厝47號
八德區,蘆竹區,一般,新設,柏油,11752,0,103/10/31,103/11/05,146.9,0,八德區長興路3段229巷33號至長興路3段229巷93號
蘆竹區,蘆竹區,一般,新設,柏油,4608,0,103/07/26,103/07/29,57.6,0,蘆竹區六福路312號至六福路326號
蘆竹區,蘆竹區,一般,新設,柏油,576,0,103/12/16,103/12/19,7.2,0,蘆竹區南昌路至南順四街[交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,128,0,103/07/26,103/07/29,1.6,0,蘆竹區六福路至歐楓街[交叉口]
蘆竹區,蘆竹區,一般,新設,柏油,1152,0,103/10/06,103/10/09,14.4,0,蘆竹區大興四街13巷至大興四街[交叉口]
楊梅區,工務局,一般,搶修,柏油,269,30975,103/06/06,103/06/07,3.36,52.5,楊梅區鄉道：桃109號(線)道路4公里+630公尺至4公里+687公尺[楊梅市民生街141號至121號間(NL2356272)]
中壢區,工務局,一般,檢修,柏油,192,6195,103/08/12,103/08/15,2.4,10.5,中壢區縣道：114號(線)道路21公里+466公尺至21公里+469公尺[中壢市中山路248號旁(NL2259239)]
中壢區,中壢區,一般,檢修,柏油,192,11100,103/09/01,103/09/04,2.4,30,中壢區中華路一段835巷34弄16號至中華路一段835巷34弄16號[NL2355274]
中壢區,工務局,一般,檢修,柏油,560,36138,103/08/12,103/08/15,7,61.25,中壢區縣道：110甲號(線)道路9公里+938公尺至10公里+170公尺[中壢市延平路290號至372號對面間(nl2355101)]
八德區,八德區,一般,新設,柏油,8000,0,103/07/30,103/08/02,100,0,八德區廣豐路[和公園路口]
平鎮區,平鎮區,一般,新設,柏油,6080,104895,103/07/07,103/07/10,76,283.5,平鎮區莊敬里莊隆街[和中豐路山頂段口]
平鎮區,平鎮區,一般,新設,柏油,6320,211940,103/07/07,103/07/10,79,563.5,平鎮區高雙里高雙路50號[旁]
平鎮區,工務局,一般,遷移,柏油,4000,110920,103/10/19,103/10/23,50,188,平鎮區鄉道：桃72號(線)道路5公里+131公尺至5公里+178公尺[平鎮市南平路121巷口]
楊梅區,楊梅區,一般,搶修,柏油,320,8750,103/06/06,103/06/07,4,35,楊梅區富豐南路[與民富路三段929巷口內]
大園區,大園區,一般,新設,柏油,160,9990,103/06/24,103/06/27,2,27,大園區北港里自立三街15號對面號[路面加封=6*4.5=27]
八德區,工務局,一般,新設,柏油,896,37170,103/08/25,103/08/28,11.2,63,八德區縣道：114號(線)道路34公里+520公尺至34公里+534公尺[八德興豐路2151號前]
楊梅區,工務局,一般,搶修,柏油,187,7228,103/06/06,103/06/07,2.34,12.25,楊梅區縣道：115號(線)道路2公里+500公尺至2公里+500公尺[楊梅市楊新路三段225號]
八德區,八德區,一般,檢修,柏油,192,0,103/07/22,103/07/25,2.4,0,八德區和平路692巷2弄口號[和平路704巷25號旁]
中壢區,中壢區,一般,搶修,柏油,240,7400,103/06/09,103/06/09,3,20,中壢區福嶺路95巷126號
平鎮區,平鎮區,一般,搶修,柏油,1280,15170,103/06/07,103/06/07,16,41,平鎮區崇義五街33號
八德區,八德區,一般,新設,柏油,320,0,103/07/21,103/07/24,4,0,八德區東勇街490巷182弄12號[申挖地點：東勇街490巷186號旁]
楊梅區,工務局,一般,遷移,柏油,768,33040,103/09/15,103/09/19,9.6,56,楊梅區縣道：115號(線)道路15公里+810公尺至15公里+810公尺[楊新路81號15K+810，楊新路123號15K+690]
楊梅區,工務局,一般,遷移,柏油,1152,49560,103/10/23,103/10/26,14.4,84,楊梅區縣道：115號(線)道路16公里+290公尺至16公里+290公尺[大成路57號16K+290，大成路22號16K+360，大成路76號16K+220]
楊梅區,工務局,一般,遷移,柏油,1152,49560,103/10/08,103/10/09,14.4,84,楊梅區縣道：115號(線)道路16公里+530公尺至16公里+530公尺[大成路3號16K+530，大成路17號16K+480，大成路33號16K+450]
楊梅區,工務局,一般,遷移,柏油,1152,49560,103/10/23,103/10/26,14.4,84,楊梅區縣道：115號(線)道路16公里+50公尺至16公里+50公尺[大成路115號16K+140，大成路119號16K+130，大成路145號16K+50]
大溪區,大溪區,一般,搶修,柏油,160,8140,103/06/10,103/06/11,2,22,大溪區慈光街149號至慈光街149號[大溪鎮慈光街149號對面]
蘆竹區,蘆竹區,一般,新設,柏油,1344,0,103/08/14,103/08/17,16.8,0,蘆竹區長春路35號至長春路50號
楊梅區,楊梅區,一般,新設,柏油,48800,3409920,103/07/08,103/08/08,610,9216,"楊梅區楊新路1段231號至大平街304號[起點為楊新路與金華街交叉口,終點為大平街與楊湖路交叉口]"
大溪區,大溪區,一般,新設,柏油,384,8880,103/07/14,103/07/18,4.8,24,大溪區民權東路27號[27號邊]
大溪區,大溪區,一般,新設,柏油,64,5550,103/07/14,103/07/18,0.8,15,大溪區復興路626巷236號[236號邊]
大溪區,大溪區,一般,新設,柏油,192,5550,103/07/14,103/07/18,2.4,15,大溪區[水汴頭5-6號旁]
蘆竹區,蘆竹區,一般,其它,柏油,3328,0,103/08/05,103/08/08,41.6,0,蘆竹區聯福街49號至聯福街30號
楊梅區,工務局,一般,搶修,柏油,4128,94990,103/06/07,103/06/07,51.6,161,楊梅區鄉道：桃72號(線)道路1公里+532公尺至1公里+573公尺[幼獅路一段高速公路旁]
八德區,八德區,一般,檢修,柏油,192,0,103/07/22,103/07/25,2.4,0,八德區忠勇三街60號[對面]
